Sample_name,Num_of_http_request,Num of get request,Num of post request,Num requests between first html response and malware response,Time between first html response and malware response,if_there_other_format_between_exe_html,download_malware_time,if exist fake_format(Pretending action),if exist refer_header_for_malware_request,entropy_of_downloadmalware_url,request_parameters,request_parameters_length,Get or Post request,Have_exe_file,entropy_of_exe_file,suspicious functions,vt positive results,Domain_name,availability,DN entropy,creation date,expiration date,lifetime,country,emails entropy,result
2016/06/20/2016-06-20-Sundown-EK-traffic,392,196,0,29,0:00:07,TRUE,0:00:00,TRUE,FALSE,0.486131178,1,4,FALSE,TRUE,7.642841755,0,53,serouihorshgouirsgdkiga.xyz,0,0.465775586,2016-06-04T12:30:14.0Z,2017-06-04T23:59:59.0Z,,591,0.561547584,0
2016/06/21/2016-06-21-pseudoDarkleech-Neutrino-EK-sends-CryptXXX-after-xenon.com.au,48,24,0,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,-1,-1,42,,-1,-1,-1,-1,-1,-1,-1,0
2016/06/21/2016-06-21-pseudoDarkleech-Neutrino-EK-sends-CryptXXX-after-xenon.com.au,104,52,0,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,-1,-1,42,,-1,-1,-1,-1,-1,-1,-1,0
2016/06/21/2016-06-21-pseudoDarkleech-Neutrino-EK-sends-CryptXXX-after-xenon.com.au,144,72,0,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,-1,-1,54,,-1,-1,-1,-1,-1,-1,-1,0
2016/06/21/2016-06-21-pseudoDarkleech-Neutrino-EK-sends-CryptXXX-after-xenon.com.au,184,92,0,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,-1,-1,54,,-1,-1,-1,-1,-1,-1,-1,0
2016/06/23/2016-06-23-Neutrino-EK-sends-CryptXXX-after-visajourney.com,48,24,0,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,5.910609881,9,43,,-1,-1,-1,-1,-1,-1,-1,0
2016/06/24/2016-06-24-pseudoDarkleech-Neutrino-EK-after-sunlait.com,40,20,0,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,5.970993137,9,48,,-1,-1,-1,-1,-1,-1,-1,0
2016/06/24/2016-06-24-pseudoDarkleech-Neutrino-EK-after-sunlait.com,80,40,0,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,5.970993137,9,48,,-1,-1,-1,-1,-1,-1,-1,0
2016/06/25/2016-06-25-malspam-traffic,240,116,4,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2016/06/26/2016-06-26-Rig-EK-sends-Cerber-ransomware-after-southcoastdrones.com.au,232,116,0,63,0:00:03,TRUE,0:00:00,FALSE,FALSE,0.734779502,2,242,FALSE,TRUE,7.796014999,5,49,df.jerseyalmanac.com,1,0.460522969,,,,,,0
2016/06/26/2016-06-26-Rig-EK-sends-Cerber-ransomware-after-southcoastdrones.com.au,472,236,0,65,0:00:06,TRUE,0:00:00,FALSE,FALSE,0.732614665,2,240,FALSE,TRUE,5.540075256,4,53,jy.infogiovaninebrodi.info,0,0.435585526,1455229403,1518387803,63158400,380,0,0
2016/06/27/2016-06-27-Locky-malspam-traffic,384,64,128,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2016/06/28/2016-06-28-Rig-EK-after-monavocatparis.fr,64,32,0,27,0:00:03,TRUE,0:00:00,TRUE,FALSE,0.579814296,1,38,FALSE,TRUE,5.430149529,4,48,vxovtphxu.llxfqt.xyz,0,0.440241016,2,2,,44,0.547729436,0
2016/06/28/2016-06-28-Rig-EK-after-monavocatparis.fr,120,60,0,27,0:00:12,TRUE,0:00:00,TRUE,FALSE,0.576183781,1,52,FALSE,TRUE,5.430149529,4,48,poyuw.kpigmq.xyz,0,0.453125,2,2,,44,0.541706396,0
2016/06/28/2016-06-28-Rig-EK-after-monavocatparis.fr,160,80,0,27,0:00:12,TRUE,0:00:00,TRUE,FALSE,0.576183781,1,52,FALSE,TRUE,5.976874257,5,48,poyuw.kpigmq.xyz,0,0.453125,2,2,,44,0.541706396,0
2016/06/28/2016-06-28-Rig-EK-after-monavocatparis.fr,200,100,0,27,0:00:12,TRUE,0:00:00,TRUE,FALSE,0.576183781,1,52,FALSE,TRUE,5.976874257,5,48,poyuw.kpigmq.xyz,0,0.453125,2,2,,44,0.541706396,0
2016/06/28/2016-06-28-Rig-EK-after-monavocatparis.fr,240,120,0,17,0:00:03,TRUE,0:00:00,TRUE,FALSE,0.738690542,2,242,FALSE,TRUE,7.263979309,0,49,ds.naviforedtech.com,1,0.477741016,,,,,,0
2016/06/29/2016-06-29-Rig-EK-after-glamgirltube.tk,72,36,0,29,0:00:03,TRUE,0:00:00,FALSE,FALSE,0.576310055,1,46,FALSE,TRUE,7.026394647,5,51,hoqthplimn.fsblim.xyz,0,0.489515882,2,2,,44,0.540402607,0
2016/06/29/2016-06-29-Rig-EK-after-glamgirltube.tk,152,60,16,37,0:00:06,TRUE,0:00:00,FALSE,FALSE,0.580192678,1,27,FALSE,TRUE,7.487526859,1,48,wcmlqfklmn.wwmeaa.xyz,0,0.456719596,2,2,,44,0.520429801,0
2016/06/29/2016-06-29-Rig-EK-after-glamgirltube.tk,184,76,16,13,0:00:03,TRUE,0:00:00,FALSE,FALSE,0.737433064,2,240,FALSE,TRUE,7.026394647,5,51,gr.sagepointsolutionsgroup.com,0,0.467030433,1282017600,1517461200,235443600,840,0.446558678,0
2016/06/29/2016-06-29-Rig-EK-after-glamgirltube.tk,224,96,16,15,0:00:05,TRUE,0:00:00,FALSE,FALSE,0.734542992,2,240,FALSE,TRUE,7.709524575,3,40,jy.neutralarbitrations.com,0,0.480513301,1430625600,1493784000,63158400,840,0.446558678,0
2016/06/30/2016-06-30-realstatistics-gate-Neutrino-EK-sends-Gootkit-after-tne.mx,80,24,16,37,0:00:03,TRUE,0:00:00,TRUE,FALSE,0.586344981,1,38,FALSE,TRUE,7.487526859,1,51,pcricdl.snhmht.xyz,0,0.479573965,2,2,,44,0.52444516,0
2016/06/30/2016-06-30-realstatistics-gate-Neutrino-EK-sends-Gootkit-after-tne.mx,136,52,16,37,0:00:03,TRUE,0:00:00,TRUE,FALSE,0.586344981,1,38,FALSE,TRUE,5.937405743,1,45,pcricdl.snhmht.xyz,0,0.479573965,2,2,,44,0.52444516,0
2016/06/30/2016-06-30-realstatistics-gate-Neutrino-EK-sends-Gootkit-after-tne.mx,192,80,16,37,0:00:03,TRUE,0:00:00,TRUE,FALSE,0.586344981,1,38,FALSE,TRUE,5.937405743,1,45,pcricdl.snhmht.xyz,0,0.479573965,2,2,,44,0.52444516,0
2016/06/30/2016-06-30-realstatistics-gate-Neutrino-EK-sends-Gootkit-after-tne.mx,256,112,16,37,0:00:03,TRUE,0:00:00,TRUE,FALSE,0.586344981,1,38,FALSE,TRUE,5.937405743,1,45,pcricdl.snhmht.xyz,0,0.479573965,2,2,,44,0.52444516,0
2016/06/30/2016-06-30-realstatistics-gate-Neutrino-EK-sends-Gootkit-after-tne.mx,296,132,16,37,0:00:03,TRUE,0:00:00,TRUE,FALSE,0.586344981,1,38,FALSE,TRUE,5.937405743,1,45,pcricdl.snhmht.xyz,0,0.479573965,2,2,,44,0.52444516,0
2016/06/30/2016-06-30-realstatistics-gate-Neutrino-EK-sends-Gootkit-after-tne.mx,328,148,16,37,0:00:03,TRUE,0:00:00,TRUE,FALSE,0.586344981,1,38,FALSE,TRUE,5.937405743,1,45,pcricdl.snhmht.xyz,0,0.479573965,2,2,,44,0.52444516,0
2016/06/30/2016-06-30-realstatistics-gate-Neutrino-EK-sends-Gootkit-after-tne.mx,368,168,16,37,0:00:03,TRUE,0:00:00,TRUE,FALSE,0.586344981,1,38,FALSE,TRUE,5.937405743,1,45,pcricdl.snhmht.xyz,0,0.479573965,2,2,,44,0.52444516,0
2016/06/30/2016-06-30-realstatistics-gate-Neutrino-EK-sends-Gootkit-after-tne.mx,432,200,16,27,0:00:03,TRUE,0:00:00,TRUE,FALSE,0.560156767,1,23,FALSE,TRUE,5.150199414,3,20,bdhvbntu.uwxdpb.xyz,0,0.447077199,2,2,,44,0.538394927,0
2016/06/30/2016-06-30-realstatistics-gate-Neutrino-EK-sends-Gootkit-after-tne.mx,488,228,16,25,0:00:03,TRUE,0:00:00,TRUE,FALSE,0.581540238,1,73,FALSE,TRUE,6.675137799,10,50,iavevp.uvukzf.xyz,0,0.431852795,2,2,,44,0.540402607,0
2016/07/01/2016-07-01-realstatistics-gate-traffic-after-tne.mx,16,8,0,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,7.930222789,4,42,,-1,-1,-1,-1,-1,-1,-1,0
2016/07/01/2016-07-01-realstatistics-gate-traffic-after-tne.mx,48,24,0,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,7.930222789,4,42,,-1,-1,-1,-1,-1,-1,-1,0
2016/07/01/2016-07-01-realstatistics-gate-traffic-after-tne.mx,72,36,0,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,7.930222789,4,42,,-1,-1,-1,-1,-1,-1,-1,0
2016/07/05/2016-07-05-Magnitude-EK-sends-Cerber,248,124,0,77,0:00:16,TRUE,0:00:00,FALSE,FALSE,0.482708738,1,33,FALSE,TRUE,6.861588216,4,52,62.138.5.199,1,0.35692357,,,,,,0
2016/07/06/2016-07-06-pseudoDarkleech-Neutrino-EK-sends-CrypMIC,40,20,0,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,6.598403752,1,41,,-1,-1,-1,-1,-1,-1,-1,0
2016/07/07/Sandbox-traffic-email-2016-07-05-1737-UTC,56,28,0,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,7.216379103,4,36,,-1,-1,-1,-1,-1,-1,-1,0
2016/07/07/Sandbox-traffic-email-2016-07-05-1737-UTC,120,52,8,29,0:04:24,TRUE,0:00:00,TRUE,FALSE,0.567083795,1,17,FALSE,TRUE,6.999425988,2,53,j63d.lbhlp52.top,0,0.453125,1467896285,1499432285,31536000,643,0,0
2016/07/07/Sandbox-traffic-email-2016-07-05-1737-UTC,168,76,8,29,0:04:24,TRUE,0:00:00,TRUE,FALSE,0.567083795,1,17,FALSE,TRUE,7.216379103,4,36,j63d.lbhlp52.top,0,0.453125,1467896285,1499432285,31536000,643,0,0
2016/07/07/Sandbox-traffic-email-2016-07-05-1737-UTC,208,96,8,29,0:04:24,TRUE,0:00:00,TRUE,FALSE,0.567083795,1,17,FALSE,TRUE,7.216379103,4,36,j63d.lbhlp52.top,0,0.453125,1467896285,1499432285,31536000,643,0,0
2016/07/07/Sandbox-traffic-email-2016-07-05-1737-UTC,248,116,8,29,0:04:24,TRUE,0:00:00,TRUE,FALSE,0.567083795,1,17,FALSE,TRUE,7.216379103,4,53,j63d.lbhlp52.top,0,0.453125,1467896285,1499432285,31536000,643,0,0
2016/07/07/Sandbox-traffic-email-2016-07-05-1737-UTC,288,136,8,29,0:04:24,TRUE,0:00:00,TRUE,FALSE,0.567083795,1,17,FALSE,TRUE,7.216379103,4,53,j63d.lbhlp52.top,0,0.453125,1467896285,1499432285,31536000,643,0,0
2016/07/07/Sandbox-traffic-email-2016-07-05-1737-UTC,1208,596,8,29,0:04:24,TRUE,0:00:00,TRUE,FALSE,0.567083795,1,17,FALSE,TRUE,7.216379103,4,53,j63d.lbhlp52.top,0,0.453125,1467896285,1499432285,31536000,643,0,0
2016/07/07/Sandbox-traffic-email-2016-07-05-1737-UTC,1240,600,20,29,0:04:24,TRUE,0:00:00,TRUE,FALSE,0.567083795,1,17,FALSE,TRUE,7.216379103,4,53,j63d.lbhlp52.top,0,0.453125,1467896285,1499432285,31536000,643,0,0
2016/07/07/Sandbox-traffic-email-2016-07-05-1737-UTC,1280,604,36,29,0:04:24,TRUE,0:00:00,TRUE,FALSE,0.567083795,1,17,FALSE,TRUE,7.216379103,4,53,j63d.lbhlp52.top,0,0.453125,1467896285,1499432285,31536000,643,0,0
2016/07/07/Sandbox-traffic-email-2016-07-05-1737-UTC,1336,624,44,29,0:04:24,TRUE,0:00:00,TRUE,FALSE,0.567083795,1,17,FALSE,TRUE,7.216379103,4,53,j63d.lbhlp52.top,0,0.453125,1467896285,1499432285,31536000,643,0,0
2016/07/07/Sandbox-traffic-email-2016-07-05-1737-UTC,1352,632,44,29,0:04:24,TRUE,0:00:00,TRUE,FALSE,0.567083795,1,17,FALSE,TRUE,7.216379103,4,53,j63d.lbhlp52.top,0,0.453125,1467896285,1499432285,31536000,643,0,0
2016/07/07/Sandbox-traffic-email-2016-07-05-1737-UTC,1376,644,44,29,0:04:24,TRUE,0:00:00,TRUE,FALSE,0.567083795,1,17,FALSE,TRUE,7.216379103,4,53,j63d.lbhlp52.top,0,0.453125,1467896285,1499432285,31536000,643,0,0
2016/07/08/2016-07-08-Rig-EK-sends-CryptoBit,56,28,0,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,5.906458108,5,38,,-1,-1,-1,-1,-1,-1,-1,0
2016/07/08/2016-07-08-Rig-EK-sends-CryptoBit,88,44,0,15,0:00:02,TRUE,0:00:00,TRUE,FALSE,0.579243902,1,35,FALSE,TRUE,7.115764774,5,48,tcptz.iwhateverblue.top,0,0.474386074,1467898473,1499434473,31536000,250,0,0
2016/07/08/2016-07-08-Rig-EK-sends-CryptoBit,128,64,0,15,0:00:02,TRUE,0:00:00,TRUE,FALSE,0.579243902,1,35,FALSE,TRUE,5.906458108,5,38,tcptz.iwhateverblue.top,0,0.474386074,1467898473,1499434473,31536000,250,0,0
2016/07/08/2016-07-08-Rig-EK-sends-CryptoBit,168,84,0,15,0:00:02,TRUE,0:00:00,TRUE,FALSE,0.579243902,1,35,FALSE,TRUE,5.906458108,5,38,tcptz.iwhateverblue.top,0,0.474386074,1467898473,1499434473,31536000,250,0,0
2016/07/08/2016-07-08-Rig-EK-sends-CryptoBit,208,104,0,17,0:00:03,TRUE,0:00:00,TRUE,FALSE,0.719801488,2,237,FALSE,TRUE,7.450795457,5,49,wrbktrebtwb.droneboneyard.net,0,0.428326171,1413259200,1507953600,94694400,840,0.501768351,0
2016/07/11/2016-07-11-Neutrino-EK-sends-Gootkit,40,20,0,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,5.914683489,5,41,,-1,-1,-1,-1,-1,-1,-1,0
2016/07/11/2016-07-11-Neutrino-EK-sends-Gootkit,288,144,0,77,0:00:09,TRUE,0:00:00,TRUE,FALSE,0.494373358,1,33,FALSE,TRUE,7.281372083,5,49,188.165.173.118,0,0.3123662,,,,,,0
2016/07/11/2016-07-11-Neutrino-EK-sends-Gootkit,328,164,0,15,0:00:03,TRUE,0:00:00,TRUE,FALSE,0.560338732,1,47,FALSE,TRUE,6.872477978,5,50,xirxywgoe.lautumnwhite.top,0,0.49738722,1468153345,1499689345,31536000,380,0,0
2016/07/12/Traffic-from-malspam-2016-07-12-1408-UTC,40,4,16,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2016/07/12/Traffic-from-malspam-2016-07-12-1408-UTC,80,8,32,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2016/07/12/Traffic-from-malspam-2016-07-12-1408-UTC,120,12,48,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2016/07/12/Traffic-from-malspam-2016-07-12-1408-UTC,160,16,64,0,0,TRUE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2016/07/13/2016-07-13-pseudoDarkleech-Neutrino-EK-after-thewinegroup.com-second-run,40,20,0,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,5.923826289,5,38,,-1,-1,-1,-1,-1,-1,-1,0
2016/07/13/2016-07-13-pseudoDarkleech-Neutrino-EK-after-thewinegroup.com-second-run,96,48,0,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,5.923826289,5,38,,-1,-1,-1,-1,-1,-1,-1,0
2016/07/13/2016-07-13-pseudoDarkleech-Neutrino-EK-after-thewinegroup.com-second-run,152,68,8,25,0:00:03,TRUE,0:00:00,TRUE,FALSE,0.567230605,1,20,FALSE,TRUE,6.837940769,1,51,h9ib.s1wit54.top,0,0.453125,1468281946,1499817946,31536000,643,0,0
2016/07/13/2016-07-13-pseudoDarkleech-Neutrino-EK-after-thewinegroup.com-second-run,208,88,16,25,0:00:02,TRUE,0:00:00,TRUE,FALSE,0.546694665,1,14,FALSE,TRUE,6.837940769,1,51,h9ib.s1wit54.top,0,0.453125,1468281946,1499817946,31536000,643,0,0
2016/07/13/2016-07-13-pseudoDarkleech-Neutrino-EK-after-thewinegroup.com-second-run,248,108,16,25,0:00:02,TRUE,0:00:00,TRUE,FALSE,0.546694665,1,14,FALSE,TRUE,5.923826289,5,47,h9ib.s1wit54.top,0,0.453125,1468281946,1499817946,31536000,643,0,0
2016/07/13/2016-07-13-pseudoDarkleech-Neutrino-EK-after-thewinegroup.com-second-run,288,128,16,25,0:00:02,TRUE,0:00:00,TRUE,FALSE,0.546694665,1,14,FALSE,TRUE,5.923826289,5,47,h9ib.s1wit54.top,0,0.453125,1468281946,1499817946,31536000,643,0,0
2016/07/14/2016-07-14-other-Neutrino-EK-sends-Bandarchor-ransomware,72,20,16,33,0:00:03,TRUE,0:00:00,FALSE,FALSE,0.573934492,1,51,FALSE,TRUE,7.483353559,3,51,avukytj.oautumnyellow.top,0,0.469158719,1468342720,1499878720,31536000,380,0,0
2016/07/14/2016-07-14-other-Neutrino-EK-sends-Bandarchor-ransomware,144,40,32,33,0:00:05,TRUE,0:00:00,FALSE,FALSE,0.508157529,1,14,FALSE,TRUE,7.483353559,3,51,bkubf.bsuperpink.top,0,0.443304922,1468342721,1499878721,31536000,380,0,0
2016/07/14/2016-07-14-other-Neutrino-EK-sends-Bandarchor-ransomware,216,60,48,33,0:00:03,TRUE,0:00:00,FALSE,FALSE,0.57327292,1,24,FALSE,TRUE,7.483353559,3,51,azbepfasz.yintored.top,0,0.477883508,1468342745,1499878745,31536000,380,0,0
2016/07/14/2016-07-14-other-Neutrino-EK-sends-Bandarchor-ransomware,288,80,64,33,0:00:03,TRUE,0:00:00,FALSE,FALSE,0.575744421,1,63,FALSE,TRUE,7.483353559,3,51,mxoug.yintored.top,0,0.460442801,1468342745,1499878745,31536000,380,0,0
2016/07/14/2016-07-14-other-Neutrino-EK-sends-Bandarchor-ransomware,344,100,72,25,0:01:25,TRUE,0:00:00,FALSE,FALSE,0.579710415,1,33,FALSE,TRUE,6.85176342,2,52,yqhf8.wuwfti.top,0,0.4375,1468281970,1499817970,31536000,643,0,0
2016/07/15/2016-07-15-pseudoDarkleech-Neutrino-EK-sends-CryptXXX,48,24,0,23,0:00:03,TRUE,0:00:00,TRUE,FALSE,0.536347243,1,20,FALSE,TRUE,7.01314737,4,45,easchvcsv.jintored.top,0,0.477883508,1468342738,1499878738,31536000,380,0,0
2016/07/15/2016-07-15-pseudoDarkleech-Neutrino-EK-sends-CryptXXX,88,44,0,23,0:00:03,TRUE,0:00:00,TRUE,FALSE,0.536347243,1,20,FALSE,TRUE,6.990005552,2,44,easchvcsv.jintored.top,0,0.477883508,1468342738,1499878738,31536000,380,0,0
2016/07/18/2016-07-18-pseudoDarkleech-Neutrino-EK-sends-CryptXXX,72,28,8,31,0:00:05,TRUE,0:00:00,TRUE,FALSE,0.562674729,1,27,FALSE,TRUE,7.579194786,0,52,k7yk9.zuw7pu6tn.top,0,0.452043561,1468716844,1500252844,31536000,643,0,0
2016/07/18/2016-07-18-pseudoDarkleech-Neutrino-EK-sends-CryptXXX,112,48,8,31,0:00:05,TRUE,0:00:00,TRUE,FALSE,0.562674729,1,27,FALSE,TRUE,7.923782169,3,48,k7yk9.zuw7pu6tn.top,0,0.452043561,1468716844,1500252844,31536000,643,0,0
2016/07/19/2016-07-19-EITest-Neutrino-EK-sends-CryptXXX-ransomware,80,24,16,37,0:00:04,TRUE,0:00:00,TRUE,FALSE,0.573509335,1,74,FALSE,TRUE,6.926632022,1,49,iynwzttqd.hautumngreen.top,0,0.49738722,1468698440,1500234440,31536000,380,0,0
2016/07/19/2016-07-19-EITest-Neutrino-EK-sends-CryptXXX-ransomware,136,52,16,37,0:00:04,TRUE,0:00:00,TRUE,FALSE,0.573509335,1,74,FALSE,TRUE,7.920041797,4,50,iynwzttqd.hautumngreen.top,0,0.49738722,1468698440,1500234440,31536000,380,0,0
2016/07/20/2016-07-20-pseudoDarkleech-Neutrino-EK-sends-CryptXXX-ransomware,40,20,0,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,5.851933338,5,53,,-1,-1,-1,-1,-1,-1,-1,0
2016/07/20/2016-07-20-pseudoDarkleech-Neutrino-EK-sends-CryptXXX-ransomware,104,52,0,29,0:05:37,TRUE,0:00:00,TRUE,FALSE,0.584384738,1,26,FALSE,TRUE,7.632049383,7,46,jh6nov.r78s2ed8.top,0,0.491517245,1469011547,1500547547,31536000,643,0,0
2016/07/20/2016-07-20-pseudoDarkleech-Neutrino-EK-sends-CryptXXX-ransomware,160,72,8,27,0:00:02,TRUE,0:00:00,TRUE,FALSE,0.564885987,1,26,FALSE,TRUE,7.388810021,0,50,jh6nov.r78s2ed8.top,0,0.491517245,1469011547,1500547547,31536000,643,0,0
2016/07/20/2016-07-20-pseudoDarkleech-Neutrino-EK-sends-CryptXXX-ransomware,200,92,8,27,0:00:02,TRUE,0:00:00,TRUE,FALSE,0.564885987,1,26,FALSE,TRUE,5.851933338,5,52,jh6nov.r78s2ed8.top,0,0.491517245,1469011547,1500547547,31536000,643,0,0
2016/07/21/2016-07-21-pseudoDarkleech-Neutrino-EK-sends-CryptXXX-after-opencv.org-second-run,56,28,0,25,0:05:40,TRUE,0:00:00,TRUE,FALSE,0.583222042,1,51,FALSE,TRUE,6.990139597,0,47,wkq0hw.sbvn1bhg.top,0,0.478359351,1469135445,1500671445,31536000,643,0,0
2016/07/21/2016-07-21-pseudoDarkleech-Neutrino-EK-sends-CryptXXX-after-opencv.org-second-run,96,48,0,19,0:00:04,TRUE,0:00:00,TRUE,FALSE,0.573024616,1,45,FALSE,TRUE,6.990139597,0,51,pbuj.xnmbcab.top,0,0.431602441,1469114112,1500650112,31536000,643,0,0
2016/07/21/2016-07-21-pseudoDarkleech-Neutrino-EK-sends-CryptXXX-after-opencv.org-second-run,152,68,8,27,0:00:02,TRUE,0:00:00,TRUE,FALSE,0.557851866,1,20,FALSE,TRUE,6.990139597,0,51,qe4dwe4f.yw4u094.top,0,0.452741016,1469097278,1500633278,31536000,643,0,0
2016/07/21/2016-07-21-pseudoDarkleech-Neutrino-EK-sends-CryptXXX-after-opencv.org-second-run,192,88,8,27,0:00:02,TRUE,0:00:00,TRUE,FALSE,0.557851866,1,20,FALSE,TRUE,5.908667453,5,52,qe4dwe4f.yw4u094.top,0,0.452741016,1469097278,1500633278,31536000,643,0,0
2016/07/21/2016-07-21-pseudoDarkleech-Neutrino-EK-sends-CryptXXX-after-opencv.org-second-run,232,108,8,27,0:00:02,TRUE,0:00:00,TRUE,FALSE,0.557851866,1,20,FALSE,TRUE,5.908667453,5,52,qe4dwe4f.yw4u094.top,0,0.452741016,1469097278,1500633278,31536000,643,0,0
2016/07/21/pcaps/2016-07-21-Locky-traffic-from-2226-UTC-email,32,0,16,0,0,FALSE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2016/07/21/pcaps/2016-07-21-Locky-traffic-from-2226-UTC-email,64,0,32,0,0,FALSE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2016/07/21/pcaps/2016-07-21-Locky-traffic-from-2226-UTC-email,96,0,48,0,0,FALSE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2016/07/21/pcaps/2016-07-21-Locky-traffic-from-2226-UTC-email,128,0,64,0,0,FALSE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2016/07/21/pcaps/2016-07-21-Locky-traffic-from-2226-UTC-email,160,0,80,0,0,FALSE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2016/07/21/pcaps/2016-07-21-Locky-traffic-from-2226-UTC-email,192,0,96,0,0,FALSE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2016/07/21/pcaps/2016-07-21-Locky-traffic-from-2226-UTC-email,224,0,112,0,0,FALSE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2016/07/21/pcaps/2016-07-21-Locky-traffic-from-2226-UTC-email,256,0,128,0,0,FALSE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2016/07/21/pcaps/2016-07-21-Locky-traffic-from-2226-UTC-email,288,0,144,0,0,FALSE,0,FALSE,FALSE,0,0,0,FALSE,FALSE,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,0
2016/07/22/2016-07-22-pseudoDarkleech-Neutrino-EK-sends-CryptXXX-ransomware,72,20,16,33,0:00:03,TRUE,0:00:00,TRUE,FALSE,0.560214331,1,22,FALSE,TRUE,6.902745586,1,49,hxmst.rautumngreen.top,0,0.462230735,1469115679,1500651679,31536000,380,0,0
2016/07/22/2016-07-22-pseudoDarkleech-Neutrino-EK-sends-CryptXXX-ransomware,152,44,32,37,0:00:03,TRUE,0:00:00,TRUE,FALSE,0.561461118,1,64,FALSE,TRUE,6.902745586,1,48,erfxsnvj.mafterred.top,0,0.469305234,1469115680,1500651680,31536000,380,0,0
2016/07/22/2016-07-22-pseudoDarkleech-Neutrino-EK-sends-CryptXXX-ransomware,192,64,32,37,0:00:03,TRUE,0:00:00,TRUE,FALSE,0.561461118,1,64,FALSE,TRUE,7.920553782,4,50,erfxsnvj.mafterred.top,0,0.469305234,1469115680,1500651680,31536000,380,0,0
2016/07/25/2016-07-25-pseudoDarkleech-Neutrino-EK-sends-CryptXXX-after-sinyimusic.com,296,148,0,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,7.285607117,3,50,,-1,-1,-1,-1,-1,-1,-1,0
2016/07/25/2016-07-25-pseudoDarkleech-Neutrino-EK-sends-CryptXXX-after-sinyimusic.com,352,176,0,0,0,TRUE,0,TRUE,FALSE,0,0,0,FALSE,TRUE,7.285607117,3,50,,-1,-1,-1,-1,-1,-1,-1,0
2016/07/25/2016-07-25-pseudoDarkleech-Neutrino-EK-sends-CryptXXX-after-sinyimusic.com,456,228,0,43,0:00:06,TRUE,0:00:00,TRUE,FALSE,0.499508662,1,33,FALSE,TRUE,6.672448097,6,53,51.254.181.39,0,0.351884043,,,,,,0
2016/07/25/2016-07-25-pseudoDarkleech-Neutrino-EK-sends-CryptXXX-after-sinyimusic.com,496,248,0,43,0:00:06,TRUE,0:00:00,TRUE,FALSE,0.499508662,1,33,FALSE,TRUE,7.285607117,3,50,51.254.181.39,0,0.351884043,,,,,,0
